EDAD;GENERO;ESTRATO_VIVIENDA;NIVEL_EDUCATIVO;TIPO_AREA_VIVIENDA;SEGMENTO_PLAN;MIN_LLAMADAS_SEM;MIN_REDES_SOC_SEM;MIN_WEB_SEM;DIAS_PAGO_FACT;VECES_LLAM_COMPETENCIA;MESES_SUSCRITO;NUM_INTERRUPCIONES;DUR_INTERRUPCIONES;SUSCRIP_STREAMING;RIESGO_CANCELACION
22;mujer;4;educacion superior;urbana;basico;758;1175;853;15;194;4;5;235;no;si
78;hombre;6;secundaria;rural;basico;136;1309;38;10;0;53;10;127;no;no
51;mujer;1;secundaria;urbana;medio;871;581;1360;57;284;11;3;238;no;si
21;mujer;4;educacion superior;rural;premium;455;680;1193;19;274;65;4;112;no;si
29;mujer;3;secundaria;urbana;basico;502;1027;1414;25;196;40;7;264;no;si
17;mujer;2;educacion superior;rural;basico;124;1137;308;21;68;41;9;248;no;si
69;hombre;6;educacion superior;rural;basico;593;926;286;30;241;21;5;305;no;si
21;hombre;6;primaria;rural;basico;205;1804;4;39;219;51;1;33;si;no
75;mujer;5;secundaria;rural;basico;616;366;1105;21;178;18;7;222;no;si
68;hombre;1;secundaria;urbana;premium;509;126;932;50;203;60;4;466;no;si
80;mujer;4;secundaria;urbana;premium;199;599;848;34;76;14;8;319;no;si
45;mujer;6;secundaria;urbana;basico;209;922;568;20;250;109;5;193;no;no
77;hombre;3;primaria;urbana;medio;559;260;20;53;218;1;7;334;no;si
75;hombre;1;educacion superior;rural;basico;886;1375;579;41;171;76;9;250;no;si
59;mujer;5;secundaria;urbana;basico;448;531;730;28;70;107;8;145;no;si
71;hombre;4;secundaria;rural;medio;329;27;790;60;162;27;3;315;no;si
37;hombre;1;secundaria;urbana;medio;179;728;576;51;108;10;8;467;no;si
38;mujer;5;secundaria;urbana;premium;648;1761;1398;55;191;38;7;270;no;si
37;mujer;3;secundaria;urbana;medio;131;1269;963;4;213;114;3;32;si;no
80;hombre;1;primaria;rural;basico;358;1689;54;2;43;25;1;479;si;no
37;hombre;3;primaria;rural;medio;404;1674;129;42;110;74;4;226;si;no
42;mujer;2;educacion superior;rural;medio;327;1837;1137;7;96;23;3;198;no;no
63;mujer;1;educacion superior;urbana;premium;870;890;852;27;200;54;10;110;no;si
34;mujer;4;primaria;urbana;premium;89;1395;367;26;265;6;9;437;no;si
64;mujer;2;educacion superior;urbana;premium;606;1619;107;48;295;86;3;500;no;no
31;hombre;3;educacion superior;urbana;premium;654;531;661;10;150;106;2;479;si;no
16;hombre;5;educacion superior;urbana;basico;936;3;209;28;101;63;10;474;no;si
19;mujer;1;secundaria;rural;basico;790;10;545;29;149;98;9;55;no;si
16;mujer;2;educacion superior;rural;basico;553;567;174;53;185;115;10;446;no;no
71;mujer;3;secundaria;rural;premium;753;1002;694;20;230;99;10;167;no;si
64;hombre;4;primaria;urbana;medio;817;1533;728;53;58;24;5;410;no;si
78;mujer;1;educacion superior;urbana;medio;583;1217;1092;51;83;27;3;391;no;si
18;mujer;1;primaria;rural;basico;625;429;824;28;78;45;9;287;no;si
74;mujer;1;educacion superior;urbana;medio;930;278;112;24;219;99;4;276;no;si
61;hombre;5;primaria;urbana;medio;373;1593;328;38;153;49;8;270;si;no
33;mujer;4;secundaria;rural;basico;785;1310;271;29;140;52;9;217;no;no
77;mujer;6;educacion superior;rural;basico;413;838;1406;29;281;15;8;428;no;si
62;mujer;5;secundaria;rural;medio;746;1908;1042;49;284;116;8;216;no;si
34;mujer;2;educacion superior;rural;basico;291;1408;52;37;254;45;4;297;no;si
20;mujer;3;educacion superior;urbana;medio;371;1190;623;47;147;80;7;334;no;si
17;mujer;1;secundaria;rural;basico;695;1854;1399;58;108;107;9;321;no;no
53;hombre;1;educacion superior;urbana;premium;896;89;1059;37;69;86;0;180;no;no
39;hombre;1;primaria;urbana;premium;325;964;605;55;167;58;5;132;no;si
53;mujer;1;educacion superior;rural;medio;600;1898;1220;15;201;114;7;411;no;si
50;mujer;5;educacion superior;urbana;medio;923;247;633;55;41;59;10;82;no;no
38;mujer;6;educacion superior;rural;premium;346;1351;449;21;118;53;10;317;no;si
51;mujer;4;educacion superior;rural;premium;606;1893;94;24;89;5;4;445;no;si
42;mujer;5;primaria;urbana;basico;803;671;421;23;152;45;7;100;si;no
78;mujer;5;secundaria;rural;premium;550;1699;280;60;73;55;8;45;si;no
39;mujer;6;secundaria;urbana;basico;28;1339;1141;23;69;24;5;154;si;no
48;hombre;4;educacion superior;urbana;basico;918;241;1406;60;274;79;5;192;no;si
33;hombre;5;primaria;rural;premium;771;229;894;46;162;14;8;85;no;si
66;hombre;5;secundaria;rural;basico;769;749;668;35;64;69;7;298;no;si
31;mujer;6;educacion superior;rural;premium;494;1942;806;25;75;84;2;4;si;no
77;mujer;4;educacion superior;urbana;medio;139;463;1080;3;251;4;0;171;si;no
79;mujer;5;secundaria;rural;premium;709;94;1155;55;84;102;4;51;no;si
22;mujer;3;primaria;urbana;premium;520;205;1151;55;84;33;6;395;no;si
21;mujer;5;educacion superior;rural;medio;71;95;235;24;192;3;10;67;no;si
33;mujer;5;educacion superior;urbana;medio;702;651;724;7;71;90;6;110;si;no
36;mujer;1;secundaria;urbana;premium;494;61;98;57;220;65;4;69;no;si
23;mujer;6;educacion superior;rural;basico;555;432;729;27;253;3;9;141;no;si
39;mujer;4;primaria;urbana;premium;170;1026;1395;37;113;117;7;140;no;si
22;hombre;2;secundaria;urbana;basico;581;332;599;49;161;45;4;211;no;si
51;mujer;2;educacion superior;urbana;basico;107;1620;1190;43;185;87;4;119;si;no
58;mujer;2;educacion superior;rural;premium;978;814;821;23;55;19;10;282;no;si
76;mujer;4;primaria;urbana;medio;490;1673;81;38;244;54;6;96;no;si
35;mujer;3;secundaria;rural;premium;216;1154;1241;24;186;93;6;117;no;no
50;mujer;2;primaria;urbana;medio;173;1356;607;15;102;85;7;164;si;no
34;hombre;3;educacion superior;urbana;basico;487;395;759;14;262;22;8;354;no;no
38;mujer;4;primaria;rural;medio;796;1393;395;2;60;24;6;133;si;no
35;mujer;2;secundaria;urbana;medio;821;1334;1310;46;150;21;3;220;no;si
65;mujer;6;primaria;urbana;premium;225;380;107;16;56;80;5;70;no;si
79;hombre;5;secundaria;rural;premium;656;991;1154;7;231;82;8;450;no;no
50;hombre;6;educacion superior;urbana;medio;842;708;835;9;193;109;5;398;si;no
42;mujer;4;primaria;urbana;premium;738;1139;652;21;74;57;5;29;no;no
30;mujer;4;educacion superior;rural;basico;951;671;519;18;88;32;7;342;no;si
38;mujer;5;educacion superior;rural;premium;106;141;807;22;79;60;10;467;si;no
48;hombre;3;primaria;urbana;premium;332;601;518;44;137;106;6;152;si;no
77;mujer;1;educacion superior;urbana;medio;289;213;350;10;282;21;3;148;si;no
31;hombre;5;secundaria;urbana;medio;701;1140;1254;29;142;66;2;467;no;no
30;mujer;6;educacion superior;urbana;premium;709;849;29;50;30;93;7;32;no;no
72;mujer;3;secundaria;rural;basico;313;1023;74;53;229;78;3;121;si;no
29;mujer;4;primaria;urbana;premium;351;1155;987;50;168;66;5;326;no;si
58;hombre;2;primaria;urbana;medio;57;375;564;30;140;96;5;442;no;si
31;hombre;3;educacion superior;urbana;medio;969;1957;1307;59;53;39;6;225;no;si
67;mujer;5;educacion superior;rural;medio;951;43;618;47;35;14;7;117;no;no
51;mujer;6;secundaria;urbana;premium;12;1857;1139;31;180;55;3;175;no;no
32;hombre;6;educacion superior;urbana;medio;76;824;600;8;176;6;9;349;no;no
41;mujer;5;educacion superior;rural;basico;876;1258;526;14;38;32;3;222;si;no
54;hombre;5;primaria;urbana;medio;208;1569;1400;24;38;92;10;283;si;no
30;mujer;1;secundaria;urbana;basico;995;768;1080;54;296;114;8;349;no;si
18;mujer;2;primaria;urbana;medio;582;1745;745;38;166;52;9;41;no;no
59;mujer;1;educacion superior;urbana;basico;478;1890;1165;37;12;41;6;410;si;no
53;hombre;2;secundaria;urbana;premium;706;939;163;27;36;83;5;247;no;no
22;mujer;2;educacion superior;urbana;medio;734;341;1271;41;220;84;5;413;si;no
22;mujer;4;secundaria;rural;basico;791;996;954;6;191;94;7;458;si;no
59;mujer;5;primaria;rural;basico;521;259;846;29;286;87;6;201;no;no
48;mujer;1;secundaria;urbana;premium;601;616;700;23;226;93;4;463;no;no
20;mujer;5;educacion superior;rural;basico;210;1424;421;2;241;101;0;344;no;no
64;hombre;1;educacion superior;urbana;premium;673;768;696;23;253;37;8;54;no;si
79;mujer;1;primaria;rural;medio;663;1469;710;41;85;116;9;136;no;no
71;mujer;3;educacion superior;urbana;basico;723;1719;930;23;72;64;1;300;si;no
57;mujer;4;secundaria;urbana;medio;374;1618;1491;52;168;31;9;418;no;si
23;mujer;6;educacion superior;urbana;premium;674;1244;209;15;225;71;5;222;no;si
45;mujer;2;secundaria;rural;premium;788;1197;790;49;198;45;7;160;no;si
31;mujer;4;secundaria;rural;basico;909;288;1276;24;146;36;4;243;si;no
32;mujer;1;primaria;urbana;premium;202;309;1127;50;260;34;9;306;no;si
28;mujer;6;educacion superior;urbana;premium;708;1495;1177;29;89;93;9;447;no;si
29;mujer;2;primaria;urbana;medio;5;1965;832;26;74;33;8;469;no;si
40;mujer;1;educacion superior;urbana;premium;698;1972;1206;33;161;7;8;394;no;no
59;mujer;1;secundaria;rural;premium;510;1083;1414;30;141;55;9;186;no;si
69;mujer;4;primaria;urbana;premium;775;1970;745;40;203;24;8;347;no;no
79;mujer;1;secundaria;urbana;premium;966;848;372;3;101;34;1;110;si;no
36;mujer;3;primaria;urbana;medio;650;1684;65;57;171;82;5;257;no;si
25;mujer;1;secundaria;urbana;premium;9;34;783;16;33;98;6;494;si;no
33;mujer;5;primaria;urbana;medio;800;1576;1448;49;141;97;9;424;no;si
20;mujer;2;primaria;urbana;basico;166;1908;1326;60;279;37;6;365;no;si
32;hombre;4;primaria;urbana;medio;893;942;318;46;199;45;4;0;si;no
16;mujer;3;educacion superior;urbana;medio;353;592;1147;28;144;12;10;361;no;si
36;hombre;6;secundaria;urbana;premium;273;1208;918;38;289;36;2;488;si;no
34;mujer;2;primaria;rural;basico;522;1565;741;20;300;81;9;292;no;si
74;hombre;5;primaria;rural;premium;226;1891;427;37;66;97;4;177;no;no
50;hombre;6;secundaria;urbana;medio;277;1187;231;56;93;87;4;282;no;no
57;mujer;4;secundaria;rural;basico;819;11;895;40;265;31;1;197;no;no
41;mujer;4;secundaria;rural;premium;153;13;717;41;45;118;3;435;no;no
73;hombre;4;primaria;rural;medio;861;1036;691;17;280;21;7;440;si;no
65;mujer;1;secundaria;urbana;basico;969;890;17;3;279;74;5;70;no;no
18;mujer;2;secundaria;urbana;premium;515;1759;111;51;257;110;2;138;no;no
40;mujer;5;educacion superior;rural;premium;170;1910;1273;23;240;95;4;499;no;si
68;mujer;6;secundaria;rural;medio;837;873;63;56;291;74;4;410;no;si
65;mujer;5;primaria;rural;basico;961;1322;1349;49;53;83;6;114;no;si
66;mujer;3;primaria;urbana;premium;480;1572;819;36;117;94;1;425;si;no
39;hombre;4;secundaria;urbana;basico;818;1216;971;35;272;45;10;482;no;si
63;hombre;3;primaria;rural;premium;139;229;484;32;172;77;4;73;si;no
20;mujer;6;educacion superior;urbana;basico;788;112;1035;55;143;77;2;128;no;no
43;hombre;3;secundaria;rural;medio;930;1408;1465;58;164;97;7;127;no;si
36;hombre;2;secundaria;urbana;basico;722;401;103;18;177;16;6;332;si;no
26;mujer;2;primaria;urbana;medio;787;1151;539;52;135;102;8;57;no;si
75;mujer;6;secundaria;rural;premium;898;798;1413;33;39;106;6;2;no;no
33;hombre;5;educacion superior;urbana;medio;697;358;302;59;87;55;2;313;si;no
47;mujer;6;primaria;urbana;premium;229;957;1259;27;33;39;1;175;no;no
22;hombre;5;primaria;urbana;premium;987;1639;365;18;162;42;0;358;si;no
33;mujer;2;educacion superior;urbana;basico;688;106;1042;4;129;64;3;23;si;no
36;mujer;4;secundaria;rural;basico;299;1485;433;46;102;90;3;134;no;si
41;mujer;5;primaria;urbana;medio;687;1097;830;20;228;119;9;152;no;si
44;hombre;4;secundaria;urbana;medio;669;1567;917;23;149;52;4;252;no;si
25;hombre;1;primaria;urbana;medio;743;1277;859;35;159;79;6;433;no;si
56;mujer;6;primaria;rural;medio;990;301;1379;27;149;103;5;71;no;si
34;hombre;1;secundaria;urbana;premium;744;727;571;25;287;10;4;229;no;si
75;mujer;2;primaria;rural;premium;616;1985;668;7;201;81;10;355;no;no
18;hombre;6;secundaria;urbana;premium;150;1970;93;7;114;6;3;153;no;no
75;mujer;6;primaria;urbana;basico;313;1165;524;7;273;11;5;119;no;no
76;mujer;4;primaria;rural;basico;38;903;1356;42;201;81;9;118;si;no
23;hombre;4;educacion superior;urbana;premium;362;217;997;29;67;112;5;297;no;si
77;mujer;4;educacion superior;urbana;basico;750;512;537;38;194;14;9;134;no;si
71;hombre;1;primaria;rural;medio;210;1701;515;22;227;23;7;179;no;si
23;hombre;2;educacion superior;urbana;basico;865;1740;99;40;131;88;7;480;si;no
61;mujer;3;educacion superior;urbana;basico;474;311;1005;27;268;20;10;282;no;si
55;mujer;6;secundaria;urbana;basico;791;852;4;35;248;15;5;403;no;si
58;mujer;3;primaria;rural;premium;469;1904;633;45;179;32;3;318;no;si
32;mujer;1;educacion superior;rural;premium;838;715;1164;22;285;58;9;244;no;si
24;mujer;4;educacion superior;urbana;premium;573;1504;439;12;271;93;5;374;no;no
43;mujer;1;secundaria;rural;medio;741;1259;1253;50;219;104;8;144;no;no
78;mujer;6;primaria;rural;premium;548;618;601;55;79;51;7;305;no;si
23;mujer;4;primaria;rural;premium;431;483;1004;56;25;4;9;270;no;no
44;mujer;6;secundaria;urbana;basico;545;1700;102;48;84;77;7;56;no;si
53;mujer;6;educacion superior;rural;medio;696;203;162;15;187;74;7;498;no;si
70;mujer;6;educacion superior;rural;basico;247;1852;1285;54;215;101;6;163;no;si
74;mujer;1;secundaria;rural;medio;992;271;880;42;273;9;10;183;no;no
55;mujer;3;secundaria;urbana;medio;332;1619;35;59;237;59;4;399;no;si
72;mujer;2;primaria;urbana;basico;119;146;326;0;36;74;2;42;si;no
26;hombre;2;educacion superior;rural;premium;741;539;1438;44;101;105;8;120;si;no
32;hombre;1;primaria;urbana;medio;527;1869;501;57;235;113;4;215;si;no
22;hombre;6;educacion superior;urbana;premium;373;1812;582;53;278;94;4;315;no;si
58;hombre;1;primaria;rural;premium;885;989;1017;39;226;44;6;217;no;no
51;mujer;4;secundaria;rural;basico;904;1226;637;21;80;113;2;40;si;no
33;hombre;3;educacion superior;urbana;medio;863;615;368;27;56;41;10;364;no;si
55;hombre;1;educacion superior;rural;premium;681;13;954;47;131;77;3;234;no;si
16;mujer;2;educacion superior;urbana;basico;73;975;1491;60;264;77;7;222;no;si
50;mujer;4;educacion superior;urbana;basico;509;1591;389;23;208;95;3;439;no;si
21;hombre;4;primaria;rural;basico;603;940;173;30;114;36;0;276;no;no
35;mujer;5;secundaria;urbana;basico;626;1338;752;54;229;105;10;163;no;si
46;hombre;6;primaria;rural;premium;985;684;1019;60;171;11;9;483;no;si
16;mujer;3;primaria;rural;basico;432;1531;264;42;283;62;7;21;no;no
50;hombre;2;primaria;rural;basico;387;1913;1173;27;166;48;9;451;no;no
42;mujer;2;primaria;urbana;premium;825;1687;1309;58;132;81;3;105;no;no
17;hombre;4;educacion superior;urbana;medio;178;1304;1205;56;189;26;8;209;si;no
24;mujer;4;primaria;rural;premium;711;1303;920;58;270;99;10;257;no;si
58;mujer;6;educacion superior;rural;premium;534;1572;1234;22;173;105;10;255;no;si
17;hombre;4;secundaria;rural;basico;354;1256;246;38;111;107;6;154;no;si
36;mujer;2;primaria;rural;basico;589;1886;242;48;95;74;3;93;no;no
59;mujer;2;educacion superior;rural;basico;679;694;668;14;1;86;3;340;no;no
27;hombre;4;secundaria;rural;medio;772;1026;627;41;143;81;3;171;si;no
46;hombre;6;secundaria;rural;premium;184;970;1111;33;125;53;9;247;no;si
70;mujer;2;secundaria;urbana;premium;789;1878;946;59;226;25;3;298;no;no
80;hombre;4;educacion superior;rural;premium;638;890;171;60;72;83;10;86;no;si
62;mujer;5;primaria;rural;basico;850;1067;1350;19;231;4;10;293;no;no
36;mujer;3;educacion superior;urbana;premium;766;1830;1024;33;204;69;3;112;no;si
80;mujer;4;primaria;urbana;premium;669;591;1181;29;114;34;9;136;no;si
36;hombre;2;secundaria;urbana;premium;833;1548;427;57;73;10;7;298;no;si
41;mujer;6;educacion superior;rural;medio;773;507;463;49;102;28;8;212;no;si
39;mujer;5;primaria;urbana;basico;660;190;815;40;262;31;5;432;no;si
26;mujer;3;secundaria;urbana;medio;450;439;361;47;264;87;10;285;no;si
56;hombre;4;educacion superior;rural;basico;826;1730;139;20;203;36;4;496;no;si
33;mujer;3;educacion superior;urbana;premium;867;1753;868;17;207;82;3;124;no;si
72;mujer;6;primaria;urbana;basico;827;388;39;27;217;71;6;102;no;si
63;hombre;3;secundaria;rural;premium;913;811;615;54;185;56;4;324;no;si
76;mujer;4;educacion superior;rural;premium;123;740;509;55;223;78;9;164;si;no
26;hombre;6;secundaria;rural;medio;640;1499;46;14;200;25;5;10;si;no
54;mujer;4;secundaria;rural;medio;603;445;1266;23;91;29;4;101;no;si
49;hombre;2;secundaria;rural;basico;884;505;348;29;238;77;2;499;si;no
21;mujer;2;educacion superior;urbana;basico;897;1799;928;9;161;86;7;207;no;no
43;mujer;6;primaria;urbana;premium;582;1889;1417;38;60;26;10;135;no;si
37;mujer;1;primaria;rural;medio;659;296;500;0;29;64;0;56;si;no
59;mujer;6;secundaria;rural;basico;144;298;1331;5;227;41;7;133;si;no
21;hombre;6;educacion superior;urbana;medio;255;69;700;7;35;69;5;358;no;no
57;mujer;3;primaria;urbana;medio;356;652;589;39;234;118;0;213;si;no
27;mujer;5;secundaria;rural;premium;166;1884;731;14;221;48;6;47;si;no
49;hombre;2;secundaria;rural;medio;850;1125;113;21;181;23;4;409;no;si
31;hombre;1;secundaria;rural;medio;566;965;894;20;188;80;8;134;no;si
32;mujer;4;educacion superior;rural;basico;28;598;414;29;118;53;8;460;no;si
32;mujer;4;educacion superior;rural;premium;874;341;803;20;134;117;4;386;no;si
34;hombre;1;secundaria;urbana;medio;141;1598;530;28;68;85;1;113;no;no
35;mujer;2;secundaria;rural;medio;368;840;640;52;68;62;5;170;no;no
54;hombre;4;educacion superior;rural;basico;822;55;164;15;248;66;5;64;no;si
25;mujer;3;secundaria;urbana;medio;542;1330;635;48;51;45;9;151;no;si
44;hombre;1;primaria;rural;premium;384;26;1233;23;274;37;6;489;no;si
51;hombre;5;secundaria;rural;basico;612;856;912;54;132;57;8;467;no;si
34;mujer;4;educacion superior;rural;premium;604;1986;737;52;162;10;10;116;no;si
31;mujer;2;secundaria;urbana;basico;269;1977;151;38;85;59;9;293;no;si
48;mujer;3;secundaria;urbana;basico;137;517;687;1;255;109;2;348;si;no
32;mujer;3;secundaria;rural;premium;984;1645;1179;3;58;62;6;25;si;no
79;hombre;5;secundaria;urbana;premium;557;1601;1033;53;127;15;0;138;si;no
53;hombre;5;educacion superior;urbana;basico;961;428;903;41;192;67;6;346;si;no
20;mujer;1;primaria;rural;premium;617;957;559;57;215;3;10;188;no;si
28;hombre;5;educacion superior;rural;basico;827;443;1178;57;11;67;1;216;si;no
73;mujer;4;primaria;rural;basico;599;500;1037;37;176;7;7;155;no;si
56;mujer;3;educacion superior;urbana;basico;724;1634;1333;48;231;99;9;439;no;si
58;mujer;5;secundaria;rural;basico;246;215;182;4;219;36;6;495;no;no
25;mujer;6;educacion superior;rural;basico;137;1826;1037;42;229;118;9;319;no;si
61;hombre;3;educacion superior;urbana;basico;838;475;161;59;82;67;7;236;no;si
77;mujer;6;secundaria;urbana;basico;422;472;95;54;135;13;8;243;si;no
46;mujer;1;primaria;urbana;premium;468;1697;1071;10;295;70;5;461;si;no
40;mujer;5;educacion superior;rural;premium;292;1729;595;53;66;115;4;186;no;si
72;mujer;3;primaria;urbana;basico;749;1190;767;38;97;67;8;468;no;si
24;mujer;3;secundaria;urbana;basico;213;1634;1250;59;191;33;7;64;no;si
78;hombre;1;secundaria;urbana;premium;335;1695;1486;45;87;74;5;477;no;no
62;mujer;6;educacion superior;rural;basico;325;343;1370;47;255;105;5;229;no;si
52;mujer;3;secundaria;urbana;premium;883;994;1171;28;11;3;5;475;si;no
57;hombre;5;educacion superior;urbana;medio;463;436;213;47;80;98;4;222;si;no
21;hombre;6;primaria;urbana;premium;392;1729;1049;17;43;24;1;455;si;no
74;mujer;5;primaria;rural;medio;186;1858;203;49;177;87;8;185;no;si
49;mujer;2;secundaria;urbana;premium;661;1418;1390;21;114;53;6;468;no;si
51;mujer;4;educacion superior;rural;premium;451;1360;1240;21;235;95;5;486;no;si
72;hombre;2;primaria;rural;premium;660;708;1036;32;62;54;5;100;si;no
75;mujer;6;primaria;urbana;premium;693;1554;1083;60;275;74;8;71;no;si
32;mujer;1;secundaria;urbana;premium;788;1196;963;22;228;60;10;462;si;no
16;mujer;3;secundaria;urbana;basico;566;1005;1003;15;56;42;4;119;no;no
33;hombre;3;secundaria;rural;basico;157;1010;52;47;202;47;4;185;no;si
80;hombre;2;primaria;rural;premium;510;1352;70;50;114;111;9;434;no;si
57;mujer;5;secundaria;urbana;basico;656;272;497;38;113;38;1;409;no;no
66;mujer;1;primaria;rural;basico;297;1393;822;49;96;100;4;223;no;si
53;mujer;3;educacion superior;urbana;medio;940;1133;529;18;13;90;0;36;si;no
57;mujer;6;primaria;urbana;premium;35;1326;1097;51;230;86;9;499;no;si
62;hombre;5;secundaria;urbana;medio;362;1949;63;48;171;54;7;411;no;si
52;mujer;5;primaria;rural;basico;704;1444;1436;56;29;23;4;475;si;no
67;mujer;5;primaria;rural;basico;150;1157;328;19;244;60;3;71;no;si
30;mujer;3;educacion superior;rural;premium;868;740;1259;23;145;28;8;439;no;si
54;mujer;4;educacion superior;rural;basico;117;1341;772;59;229;107;10;115;no;si
35;hombre;3;educacion superior;rural;medio;57;1332;162;24;290;45;3;308;no;si
50;mujer;1;secundaria;rural;basico;736;493;182;24;55;13;9;341;no;si
46;hombre;3;educacion superior;urbana;premium;820;179;1323;8;50;65;8;45;no;no
61;hombre;3;educacion superior;rural;medio;167;1625;1348;43;125;10;4;199;no;si
44;hombre;1;primaria;urbana;premium;276;1022;486;25;240;109;10;472;no;si
51;mujer;2;educacion superior;rural;medio;148;1671;1218;43;130;61;0;494;si;no
47;mujer;3;educacion superior;urbana;medio;675;1598;1297;45;84;11;4;478;no;si
62;mujer;4;educacion superior;urbana;basico;821;1188;1201;0;52;36;8;41;si;no
22;mujer;6;secundaria;urbana;premium;292;716;1289;21;267;4;3;116;no;si
38;mujer;5;secundaria;urbana;premium;745;1099;628;15;72;62;9;431;no;si
43;hombre;4;primaria;rural;premium;866;1901;1050;58;290;120;7;282;no;si
46;mujer;6;primaria;rural;premium;972;1460;349;2;164;98;2;196;no;no
40;mujer;5;educacion superior;urbana;medio;148;357;1176;33;124;24;4;399;no;si
